pokemon_id,move_id,level,signature
61,251,15,0
61,21,22,0
61,341,29,0
61,3,36,0
61,349,43,0
62,402,20,0
63,2,8,0
63,251,15,0
63,21,22,0
63,432,29,0
63,367,32,0
63,241,36,0
63,25,39,0
63,342,43,0
63,452,46,0
63,242,50,0
64,330,1,0
64,485,5,0
64,421,8,0
64,47,12,0
64,402,15,0
64,486,19,0
64,2,22,0
64,495,26,0
64,496,29,0
64,18,33,0
64,492,36,0
64,416,40,0
64,335,43,0
65,485,5,0
65,421,8,0
65,47,12,0
65,402,15,0
65,486,19,0
65,571,22,0
65,2,23,0
65,495,28,0
65,496,32,0
65,18,37,0
65,492,41,0
65,416,46,0
65,335,50,0
66,485,5,0
66,421,8,0
66,47,12,0
66,402,15,0
66,486,19,0
66,2,23,0
66,495,28,0
66,308,30,0
66,496,33,0
66,18,39,0
66,492,44,0
66,416,50,0
66,335,55,0
67,20,1,0
67,453,1,0
67,258,6,0
67,2,15,0
68,402,9,0
69,21,12,0
69,529,17,0
69,447,21,0
69,103,25,0
69,227,31,0
69,3,35,0
69,418,41,0
69,13,45,0
69,198,50,0
69,12,55,0
70,20,1,0
70,453,1,0
70,485,5,0
70,2,15,0
71,363,7,0
72,197,10,0
72,226,12,0
72,258,15,0
72,391,17,0
72,188,20,0
72,246,22,0
72,16,25,0
72,306,27,0
72,467,30,0
72,234,32,0
72,3,35,0
72,405,37,0
72,13,40,0
73,363,7,0
74,197,10,0
74,501,12,0
74,487,15,0
74,110,17,0
74,495,20,0
74,529,22,0
74,16,25,0
74,517,27,0
74,467,30,0
74,492,32,0
74,3,35,0
74,402,37,0
74,13,40,0
75,453,1,0
75,280,5,0
75,197,9,0
75,404,13,0
75,467,17,0
75,69,21,0
75,195,25,0
75,496,29,0
75,207,33,0
75,203,37,0
75,206,41,0
75,199,45,0
75,189,49,0
75,198,53,0
76,280,5,0
76,197,9,0
76,404,13,0
76,467,17,0
76,69,22,0
76,195,27,0
76,496,32,0
76,207,37,0
76,203,42,0
76,206,47,0
76,199,52,0
76,189,57,0
76,198,62,0
77,280,5,0
77,197,9,0
77,404,13,0
77,467,17,0
77,69,22,0
77,195,27,0
77,496,32,0
77,207,38,0
77,203,44,0
77,206,50,0
77,199,56,0
77,189,62,0
77,198,68,0
78,359,1,0
78,453,1,0
78,404,5,0
78,207,9,0
78,334,13,0
78,340,17,0
78,467,21,0
78,186,25,0
78,456,29,0
78,496,33,0
78,191,37,0
78,125,41,0
79,404,5,0
79,207,9,0
79,334,13,0
79,340,18,0
79,467,23,0
79,186,28,0
79,456,33,0
79,496,38,0
79,191,43,0
79,125,48,0
80,404,5,0
80,207,9,0
80,334,13,0
80,340,18,0
80,467,23,0
80,186,28,0
80,456,33,0
80,118,34,0
80,496,41,0
80,191,49,0
80,125,57,0
81,197,1,0
81,359,4,0
81,378,8,0
81,404,11,0
81,188,15,0
81,203,18,0
81,121,22,0
81,53,25,0
81,189,29,0
81,407,32,0
81,195,36,0
81,448,39,0
81,345,43,0
81,206,46,0
81,204,50,0
82,359,4,0
82,378,8,0
82,404,11,0
82,188,15,0
82,203,18,0
82,121,23,0
82,53,27,0
82,189,32,0
82,407,36,0
82,195,41,0
82,448,45,0
82,345,50,0
82,206,54,0
82,204,59,0
83,359,4,0
83,378,8,0
83,404,11,0
83,188,15,0
83,203,18,0
83,121,23,0
83,53,27,0
83,189,33,0
83,407,38,0
83,195,44,0
83,448,49,0
83,345,55,0
83,206,60,0
83,204,66,0
84,453,1,0
84,359,1,0
84,404,6,0
84,201,10,0
84,496,13,0
84,349,16,0
84,203,21,0
84,407,25,0
84,392,29,0
84,167,34,0
84,185,39,0
84,382,41,0
84,206,45,0
84,582,48,0
85,404,6,0
85,201,10,0
85,496,13,0
85,349,16,0
85,158,17,0
85,203,25,0
85,407,27,0
85,392,31,0
85,167,38,0
85,185,42,0
85,382,46,0
85,206,51,0
85,582,55,0
86,404,6,0
86,201,10,0
86,496,13,0
86,349,16,0
86,158,17,0
86,203,25,0
86,407,27,0
86,392,31,0
86,167,39,0
86,185,44,0
86,382,49,0
86,206,55,0
86,582,60,0
86,191,64,0
87,359,1,0
87,420,1,0
87,455,7,0
87,122,9,0
87,485,13,0
87,356,19,0
87,28,21,0
87,367,25,0
87,493,31,0
87,35,33,0
87,29,37,0
87,317,43,0
87,482,45,0
88,455,7,0
88,122,9,0
88,485,13,0
88,356,20,0
88,28,23,0
88,367,28,0
88,493,35,0
88,35,38,0
88,29,43,0
88,317,50,0
88,482,58,0
89,319,23,0
89,314,35,0
89,269,43,0
89,150,58,0
90,378,1,0
90,201,1,0
90,351,7,0
90,122,9,0
90,485,13,0
90,355,19,0
90,370,21,0
90,367,25,0
90,493,31,0
90,35,33,0
90,484,37,0
90,317,43,0
90,371,45,0
91,351,7,0
91,122,9,0
91,485,13,0
91,355,20,0
91,370,23,0
91,367,28,0
91,493,35,0
91,35,38,0
91,484,43,0
91,317,50,0
91,371,58,0
92,319,23,0
92,459,35,0
92,269,43,0
92,10,58,0
93,9,1,0
93,447,5,0
93,208,7,0
93,28,11,0
93,207,13,0
93,209,17,0
93,188,19,0
93,451,23,0
93,482,25,0
93,383,29,0
93,185,31,0
93,290,35,0
93,495,37,0
93,189,41,0
93,139,43,0
94,447,5,0
94,208,7,0
94,28,11,0
94,207,13,0
94,209,17,0
94,188,19,0
94,451,24,0
94,482,27,0
94,383,32,0
94,185,35,0
94,290,40,0
94,495,43,0
94,189,48,0
94,139,51,0
95,447,5,0
95,208,7,0
95,28,11,0
95,207,13,0
95,209,17,0
95,188,19,0
95,451,24,0
95,482,27,0
95,383,32,0
95,185,35,0
95,290,40,0
95,495,43,0
95,189,48,0
95,139,51,0
96,99,1,0
96,427,1,0
96,330,3,0
96,400,5,0
96,112,9,0
96,325,11,0
97,330,3,0
97,400,5,0
97,399,8,0
97,102,11,0
97,331,15,0
97,336,18,0
97,558,21,0
97,417,24,0
97,154,28,0
97,538,32,0
97,314,35,0
97,388,37,0
97,569,40,0
97,375,44,0
97,335,49,0
99,99,1,0
99,400,1,0
99,330,1,0
99,325,5,0
99,411,9,0
99,112,12,0
100,455,5,0
100,411,9,0
100,336,12,0
100,437,16,0
100,310,20,0
100,390,23,0
100,456,27,0
100,427,31,0
100,36,34,0
100,511,38,0
100,338,42,0
100,517,46,0
100,510,52,0
100,335,54,0
101,455,5,0
101,411,9,0
101,336,12,0
101,437,16,0
101,310,20,0
101,390,23,0
101,456,27,0
101,427,31,0
101,36,34,0
101,511,38,0
101,338,42,0
101,517,46,0
101,510,50,0
101,335,54,0
102,400,1,0
102,337,4,0
102,208,8,0
102,372,11,0
102,421,15,0
102,447,18,0
102,443,22,0
102,464,25,0
102,415,29,0
102,538,32,0
102,433,36,0
102,375,39,0
102,542,43,0
103,337,4,0
103,208,9,0
103,372,11,0
103,421,15,0
103,447,18,0
103,28,20,0
103,443,23,0
103,464,27,0
103,415,32,0
103,538,36,0
103,433,41,0
103,375,45,0
103,542,50,0
104,337,4,0
104,208,9,0
104,372,11,0
104,421,15,0
104,447,18,0
104,28,20,0
104,443,23,0
104,464,27,0
104,415,32,0
104,538,36,0
104,29,40,0
104,433,42,0
104,375,47,0
104,542,53,0
104,315,58,0
104,373,64,0
105,378,1,0
105,453,1,0
105,395,5,0
105,28,8,0
105,367,12,0
105,456,15,0
105,469,19,0
105,29,22,0
105,415,26,0
105,413,29,0
105,141,33,0
105,377,36,0
105,357,40,0
106,395,5,0
106,28,8,0
106,367,12,0
106,456,15,0
106,469,20,0
106,29,24,0
106,415,29,0
106,413,33,0
106,141,38,0
106,377,42,0
106,357,47,0
107,395,5,0
107,28,8,0
107,367,12,0
107,456,15,0
107,469,20,0
107,29,24,0
107,415,29,0
107,413,36,0
107,141,42,0
107,377,51,0
107,357,59,0
108,323,1,0
108,324,1,0
108,424,1,0
108,453,1,0
108,529,7,0
108,496,12,0
108,408,18,0
108,81,23,0
108,15,29,0
108,409,34,0
108,73,40,0
108,379,45,0
108,462,51,0
108,520,56,0
108,96,62,0
109,529,7,0
109,496,12,0
109,408,18,0
109,81,23,0
109,15,29,0
109,409,34,0
109,73,40,0
109,379,45,0
109,462,51,0
109,520,56,0
109,96,62,0
109,373,67,0
110,529,7,0
110,496,12,0
110,408,18,0
110,81,23,0
110,15,29,0
110,32,34,0
110,73,40,0
110,379,45,0
110,462,51,0
110,520,56,0
110,96,62,0
110,373,67,0
111,420,1,0
111,472,1,0
111,339,6,0
111,430,9,0
111,33,14,0
111,498,17,0
111,326,22,0
111,319,25,0
111,119,30,0
111,349,33,0
111,111,38,0
112,339,6,0
112,464,9,0
112,356,14,0
112,341,17,0
112,432,23,0
112,319,27,0
112,119,33,0
112,128,37,0
112,141,43,0
113,339,6,0
113,430,9,0
113,33,14,0
113,498,17,0
113,326,23,0
113,319,27,0
113,119,33,0
113,448,36,0
113,349,39,0
113,36,47,0
113,46,53,0
113,130,61,0
114,226,1,0
114,450,5,0
114,473,9,0
114,487,13,0
114,258,14,0
114,254,15,0
114,246,19,0
114,381,23,0
114,110,27,0
114,234,31,0
114,492,35,0
114,392,39,0
114,109,43,0
114,238,47,0
114,249,51,0
115,450,5,0
115,473,9,0
115,487,13,0
115,258,14,0
115,254,15,0
115,246,19,0
115,381,24,0
115,110,29,0
115,234,34,0
115,492,39,0
115,392,44,0
115,248,49,0
115,238,54,0
115,249,59,0
116,248,49,0
116,249,59,0
116,255,64,0
117,245,23,0
117,248,41,0
117,242,53,0
118,260,1,0
118,360,7,0
118,470,11,0
118,254,13,0
118,487,15,0
118,258,17,0
118,473,23,0
118,39,27,0
118,450,29,0
118,480,35,0
118,251,39,0
118,431,41,0
118,471,47,0
119,360,7,0
119,470,11,0
119,254,13,0
119,487,15,0
119,258,17,0
119,473,23,0
119,39,27,0
119,450,29,0
119,480,35,0
119,251,39,0
119,431,41,0
119,471,47,0
120,243,27,0
120,242,47,0
120,241,47,0
121,441,1,0
121,259,4,0
121,455,7,0
121,453,10,0
121,487,12,0
121,258,14,0
121,254,16,0
121,228,19,0
121,244,22,0
121,246,25,0
121,185,28,0
121,14,31,0
121,230,34,0
121,24,37,0
121,262,40,0
121,234,43,0
121,190,46,0
121,40,49,0
122,259,4,0
122,455,7,0
122,453,10,0
122,487,12,0
122,258,14,0
122,254,16,0
122,228,20,0
122,244,24,0
122,246,28,0
122,185,32,0
122,14,36,0
122,230,40,0
122,24,44,0
122,262,48,0
122,234,52,0
122,190,56,0
122,40,60,0
123,259,4,0
123,455,7,0
123,453,10,0
123,487,12,0
123,258,14,0
123,254,16,0
123,228,20,0
123,244,24,0
123,246,29,0
123,185,34,0
123,14,39,0
123,230,44,0
123,24,49,0
123,262,54,0
123,234,59,0
123,190,64,0
123,40,69,0
124,208,1,0
124,359,3,0
124,226,6,0
124,587,9,0
124,392,12,0
124,300,15,0
124,246,18,0
124,588,21,0
124,393,24,0
124,596,27,0
124,234,30,0
124,548,33,0
124,231,36,0
125,359,3,0
125,226,6,0
125,587,9,0
125,356,12,0
125,346,16,0
125,605,20,0
125,588,24,0
125,393,28,0
125,464,32,0
125,39,36,0
125,548,40,0
125,593,44,0
127,311,1,0
127,363,3,0
127,360,9,0
127,393,15,0
127,259,21,0
127,182,27,0
127,343,33,0
128,363,3,0
128,360,6,0
128,393,9,0
128,346,12,0
128,251,14,0
128,56,16,0
128,407,20,0
128,33,24,0
128,241,28,0
128,448,32,0
128,504,36,0
129,243,20,0
129,198,32,0
129,242,44,0
130,226,1,0
130,360,4,0
130,605,7,0
130,258,10,0
130,246,13,0
130,262,16,0
131,360,4,0
131,485,7,0
131,258,10,0
131,246,13,0
131,244,16,0
131,245,19,0
131,237,22,0
131,234,25,0
131,493,28,0
131,450,31,0
131,240,34,0
131,248,37,0
131,492,40,0
131,227,43,0
131,259,46,0
131,249,50,0
133,99,1,0
133,92,1,0
133,455,5,0
133,112,10,0
133,41,13,0
133,89,18,0
134,359,5,0
134,399,7,0
134,404,10,0
134,77,13,0
134,89,18,0
134,348,21,0
134,334,23,0
134,86,26,0
134,83,29,0
134,73,34,0
134,431,37,0
134,90,42,0
134,496,45,0
134,95,50,0
134,517,53,0
134,87,58,0
136,453,1,0
136,447,5,0
136,92,7,0
136,438,11,0
136,89,13,0
136,575,17,0
136,86,19,0
136,580,23,0
136,578,25,0
136,77,29,0
136,567,31,0
136,421,35,0
136,73,37,0
136,379,41,0
136,81,43,0
136,569,47,0
136,96,49,0
137,447,5,0
137,92,7,0
137,438,11,0
137,89,13,0
137,575,17,0
137,86,19,0
137,580,23,0
137,578,25,0
137,77,29,0
137,462,30,0
137,567,33,0
137,421,39,0
137,73,43,0
137,379,49,0
137,81,53,0
137,569,59,0
137,96,63,0
138,447,5,0
138,92,7,0
138,438,11,0
138,89,13,0
138,575,17,0
138,86,19,0
138,580,23,0
138,578,25,0
138,77,29,0
138,462,30,0
138,567,33,0
138,421,39,0
138,73,43,0
138,379,49,0
138,81,53,0
138,569,59,0
138,96,63,0
139,453,1,0
139,359,1,0
139,89,4,0
139,92,8,0
139,230,11,0
139,71,15,0
139,456,18,0
139,77,22,0
139,209,25,0
139,551,29,0
139,73,32,0
139,229,36,0
139,15,39,0
139,517,43,0
139,87,46,0
140,89,4,0
140,92,8,0
140,230,11,0
140,71,16,0
140,456,20,0
140,77,25,0
140,209,29,0
140,551,34,0
140,73,38,0
140,229,43,0
140,15,47,0
140,517,52,0
140,87,56,0
141,89,4,0
141,92,8,0
141,230,11,0
141,71,16,0
141,456,20,0
141,77,25,0
141,209,29,0
141,91,30,0
141,551,35,0
141,73,40,0
141,229,46,0
141,15,51,0
141,517,57,0
141,87,62,0
142,453,1,0
142,378,5,0
142,71,9,0
142,86,13,0
142,28,17,0
142,415,21,0
142,448,25,0
142,88,29,0
142,29,33,0
142,419,37,0
142,73,41,0
142,95,45,0
143,378,5,0
143,71,9,0
143,86,13,0
143,28,18,0
143,415,23,0
143,448,28,0
143,88,33,0
143,29,38,0
143,419,43,0
143,73,48,0
143,95,53,0
144,378,5,0
144,71,9,0
144,86,13,0
144,28,18,0
144,415,23,0
144,448,28,0
144,88,35,0
144,29,42,0
144,419,49,0
144,73,56,0
144,95,63,0
145,72,1,0
145,86,1,0
145,453,1,0
145,89,1,0
146,312,9,0
146,473,19,0
146,73,29,0
146,29,39,0
146,90,44,0
146,475,49,0
146,478,54,0
146,95,59,0
146,480,64,0
146,96,69,0
146,459,74,0
148,404,1,0
148,378,1,0
148,92,5,0
148,134,8,0
148,451,12,0
148,85,15,0
148,89,19,0
148,77,22,0
148,517,26,0
148,91,29,0
148,73,33,0
148,421,36,0
148,90,40,0
148,87,43,0
149,92,5,0
149,134,8,0
149,451,12,0
149,85,15,0
149,89,19,0
149,77,22,0
149,517,26,0
149,91,29,0
149,73,36,0
149,421,42,0
149,90,49,0
149,87,55,0
150,92,5,0
150,134,8,0
150,451,12,0
150,85,15,0
150,89,19,0
150,77,22,0
150,517,26,0
150,91,29,0
150,73,36,0
150,421,42,0
150,90,49,0
150,87,55,0
150,357,62,0
151,491,1,0
151,378,1,0
151,158,5,0
151,435,8,0
151,33,12,0
151,165,15,0
151,477,19,0
151,166,22,0
151,209,26,0
151,164,29,0
151,176,33,0
151,182,36,0
151,169,40,0
151,161,43,0
152,158,5,0
152,435,8,0
152,33,12,0
152,165,15,0
152,477,19,0
152,166,22,0
152,209,26,0
152,164,29,0
152,176,36,0
152,182,42,0
152,169,49,0
152,161,55,0
153,158,5,0
153,435,8,0
153,33,12,0
