pokemon_id,tm_hm_id
13,41
13,42
13,44
13,45
13,48
13,53
13,70
13,75
13,86
13,87
13,88
13,90
13,96
13,101
14,4
14,6
14,10
14,11
14,12
14,16
14,17
14,20
14,21
14,22
14,27
14,32
14,33
14,40
14,41
14,42
14,44
14,45
14,48
14,53
14,70
14,75
14,86
14,87
14,88
14,90
14,96
14,101
15,4
15,6
15,10
15,11
15,12
15,15
15,16
15,17
15,20
15,21
15,22
15,27
15,32
15,33
15,40
15,41
15,42
15,44
15,45
15,48
15,53
15,68
15,70
15,75
15,82
15,86
15,87
15,88
15,90
15,94
15,96
15,101
15,104
16,5
16,6
16,8
16,10
16,11
16,12
16,17
16,21
16,22
16,23
16,27
16,28
16,31
16,32
16,33
16,36
16,39
16,40
16,42
16,44
16,45
16,47
16,48
16,53
16,56
16,65
16,66
16,67
16,70
16,71
16,74
16,75
16,78
16,80
16,84
16,86
16,87
16,88
16,90
16,94
16,96
16,98
16,100
16,101
16,104
17,1
17,5
17,6
17,8
17,10
17,11
17,12
17,17
17,21
17,22
17,23
17,27
17,28
17,31
17,32
17,33
17,36
17,39
17,40
17,42
17,44
17,45
17,47
17,48
17,53
17,56
17,65
17,66
17,67
17,70
17,71
17,74
17,75
17,78
17,80
17,84
17,86
17,87
17,88
17,90
17,94
17,96
17,98
17,100
17,101
17,104
18,1
18,2
18,5
18,6
18,8
18,10
18,11
18,12
18,15
18,17
18,21
18,22
18,23
18,26
18,27
18,28
18,31
18,32
18,33
18,36
18,39
18,40
18,42
18,44
18,45
18,47
18,48
18,52
18,53
18,56
18,65
18,66
18,67
18,68
18,70
18,71
18,74
18,75
18,78
18,80
18,84
18,86
18,87
18,88
18,90
18,94
18,96
18,98
18,100
18,101
18,104
19,1
19,2
19,6
19,10
19,11
19,17
19,21
19,27
19,28
19,31
19,32
19,35
19,38
19,39
19,40
19,42
19,43
19,44
19,45
19,48
19,49
19,50
19,56
19,59
19,61
19,65
19,75
19,80
19,87
19,88
19,90
19,94
19,98
19,100
19,101
19,104
20,1
20,2
20,6
20,10
20,11
20,17
20,21
20,27
20,28
20,31
20,32
20,35
20,38
20,39
20,40
20,42
20,43
20,44
20,45
20,48
20,49
20,50
20,56
20,59
20,61
20,65
20,75
20,80
20,87
20,88
20,90
20,94
20,98
20,100
20,101
20,104
21,1
21,2
21,5
21,6
21,10
21,11
21,15
21,17
21,19
21,21
21,22
21,26
21,27
21,28
21,31
21,32
21,35
21,38
21,39
21,40
21,42
21,43
21,44
21,45
21,48
21,49
21,50
21,51
21,52
21,56
21,58
21,59
21,61
21,65
21,68
21,75
21,78
21,80
21,82
21,87
21,88
21,90
21,94
21,98
21,100
21,101
21,102
21,104
22,6
22,10
22,11
22,17
22,21
22,27
22,28
22,32
22,35
22,38
22,40
22,42
22,43
22,44
22,45
22,48
22,50
22,59
22,61
22,87
22,88
22,90
22,93
22,96
22,101
23,5
23,6
23,10
23,11
23,17
23,21
23,27
23,28
23,31
23,32
23,35
23,38
23,40
23,42
23,43
23,44
23,45
23,48
23,50
23,59
23,61
23,87
23,88
23,90
23,93
23,94
23,96
23,101
23,104
24,5
24,6
24,10
24,11
24,15
24,17
24,21
24,22
24,26
24,27
24,28
24,31
24,32
24,35
24,38
24,39
24,40
24,42
24,43
24,44
24,45
24,48
24,50
24,52
24,56
24,59
24,61
24,65
24,68
24,74
24,78
24,80
24,87
24,88
24,90
24,93
24,94
24,98
24,100
24,101
24,104
25,1
25,6
25,10
25,11
25,17
25,21
25,27
25,28
25,32
25,35
25,38
25,39
25,40
25,42
25,43
25,44
25,45
25,48
25,49
25,50
25,59
25,61
25,65
25,75
25,80
25,87
25,88
25,90
25,94
25,98
25,100
25,101
25,104
26,1
26,6
26,8
26,10
26,11
26,17
26,21
26,27
26,28
26,31
26,32
26,35
26,38
26,39
26,40
26,42
26,43
26,44
26,45
26,47
26,48
26,49
26,50
26,52
26,56
26,59
26,61
26,65
26,75
26,80
26,84
26,87
26,88
26,90
26,94
26,98
26,100
26,101
26,104
27,1
27,5
27,6
27,8
27,10
27,11
27,15
27,17
27,21
27,22
27,26
27,27
27,28
27,31
27,32
27,35
27,38
27,39
27,40
27,42
27,43
27,44
27,45
27,47
27,48
27,49
27,50
27,52
27,56
27,59
27,61
27,62
27,65
27,68
27,71
27,75
27,78
27,80
27,84
27,87
27,88
27,90
27,94
27,98
27,100
27,101
27,104
28,1
28,6
28,8
28,10
28,11
28,12
28,17
28,21
28,27
28,28
28,31
28,32
28,35
28,38
28,40
28,41
28,42
28,43
28,44
28,45
28,47
28,48
28,50
28,56
28,59
28,61
28,62
28,65
28,75
28,86
28,87
28,88
28,89
28,90
28,94
28,98
28,100
28,101
28,104
29,1
29,6
29,8
29,10
29,11
29,12
29,17
29,21
29,27
29,28
29,31
29,32
29,35
29,38
29,39
29,40
29,41
29,42
29,43
29,44
29,45
29,47
29,48
29,50
29,52
29,56
29,59
29,61
29,62
29,65
29,67
29,75
29,80
29,84
29,86
29,87
29,88
29,89
29,90
29,94
29,98
29,100
29,101
29,104
30,1
30,4
30,5
30,6
30,8
30,10
30,11
30,12
30,15
30,17
30,21
30,22
30,26
30,27
30,28
30,31
30,32
30,35
30,38
30,39
30,40
30,41
30,42
30,43
30,44
30,45
30,47
30,48
30,50
30,52
30,56
30,59
30,61
30,62
30,65
30,67
30,68
30,71
30,75
30,78
30,80
30,84
30,86
30,87
30,88
30,89
30,90
30,94
30,98
30,100
30,101
30,104
31,5
31,6
31,10
31,11
31,12
31,17
31,21
31,22
31,27
31,32
31,35
31,38
31,39
31,42
31,43
31,44
31,45
31,48
31,49
31,50
31,59
31,61
31,74
31,86
31,87
31,88
31,90
31,93
31,94
31,104
32,5
32,6
32,10
32,11
32,12
32,17
32,21
32,22
32,27
32,31
32,32
32,35
32,38
32,39
32,42
32,43
32,44
32,45
32,47
32,48
32,49
32,50
32,52
32,56
32,59
32,61
32,71
32,74
32,78
32,80
32,84
32,86
32,87
32,88
32,90
32,93
32,94
32,98
32,100
32,104
33,5
33,6
33,8
33,10
33,11
33,12
33,15
33,17
33,21
33,22
33,23
33,26
33,27
33,31
33,32
33,35
33,38
33,39
33,42
33,43
33,44
33,45
33,47
33,48
33,49
33,50
33,52
33,55
33,56
33,59
33,61
33,68
33,71
33,74
33,78
33,80
33,84
33,86
33,87
33,88
33,90
33,93
33,94
33,98
33,100
33,104
34,3
34,6
34,10
34,11
34,16
34,17
34,18
34,20
34,22
34,27
34,29
34,32
34,35
34,38
34,42
34,43
34,44
34,45
34,46
34,48
34,49
34,50
34,59
34,61
34,63
34,77
34,85
34,86
34,87
34,88
34,90
34,98
34,100
34,101
35,3
35,6
35,10
35,11
35,16
35,17
35,18
35,20
35,22
35,27
35,29
35,32
35,35
35,38
35,42
35,43
35,44
35,45
35,46
35,48
35,49
35,50
35,59
35,61
35,63
35,77
35,85
35,86
35,87
35,88
35,90
35,98
35,100
35,101
36,3
36,4
36,6
36,10
36,11
36,15
36,16
36,17
36,18
36,20
36,22
36,27
36,29
36,32
36,35
36,38
36,42
36,43
36,44
36,45
36,46
36,48
36,49
36,50
36,59
36,61
36,63
36,68
36,77
36,85
36,86
36,87
36,88
36,90
36,92
36,98
36,99
36,100
36,101
37,6
37,7
37,10
37,13
37,14
37,17
37,18
37,21
37,27
37,28
37,31
37,32
37,39
37,42
37,44
37,45
37,48
37,55
37,56
37,74
37,87
37,88
37,90
37,94
37,98
37,100
37,103
37,104
37,105
37,106
38,6
38,7
38,10
38,13
38,14
38,17
38,18
38,21
38,27
38,28
38,31
38,32
38,39
38,42
38,44
38,45
38,48
38,55
38,56
38,74
38,87
38,88
38,90
38,94
38,98
38,100
38,103
38,104
38,105
38,106
39,5
39,6
39,7
39,10
39,13
39,14
39,15
39,17
39,18
39,21
39,23
39,26
39,27
39,28
39,31
39,32
39,39
39,42
39,44
39,45
39,48
39,52
39,55
39,56
39,68
39,74
39,78
39,80
39,82
39,87
39,88
39,90
39,91
39,94
39,97
39,98
39,100
39,103
39,104
39,105
39,106
40,1
40,2
40,6
40,7
40,10
40,13
40,14
40,17
40,18
40,21
40,27
40,28
40,31
40,32
40,39
40,40
40,42
40,44
40,45
40,48
40,55
40,56
40,65
40,75
40,80
40,87
40,88
40,90
40,98
40,100
40,101
40,103
40,105
40,106
41,1
41,2
41,5
41,6
41,7
41,10
41,13
41,14
41,17
41,18
41,21
41,27
41,28
41,31
41,32
41,39
41,40
41,42
41,44
41,45
41,48
41,55
41,56
41,65
41,75
41,80
41,87
41,88
41,90
41,94
41,98
41,100
41,101
41,103
41,104
41,105
41,106
42,1
42,2
42,5
42,6
42,7
42,10
42,13
42,14
42,15
42,17
42,18
42,21
42,26
42,27
42,28
42,31
42,32
42,39
42,40
42,42
42,44
42,45
42,48
42,52
42,55
42,56
42,65
42,68
42,75
42,78
42,80
42,82
42,87
42,88
42,90
42,94
42,98
42,100
42,101
42,103
42,104
42,105
42,106
43,6
43,7
43,10
43,13
43,14
43,17
43,18
43,21
43,27
43,28
43,32
43,34
43,39
43,42
43,44
43,45
43,48
43,49
43,55
43,80
43,87
43,88
43,90
43,94
43,103
43,104
43,105
43,106
44,6
44,7
44,10
44,13
44,14
44,17
44,18
44,21
44,26
44,27
44,28
44,31
44,32
44,34
44,39
44,42
44,44
44,45
44,48
44,49
44,55
44,56
44,78
44,80
44,87
44,88
44,90
44,94
44,98
44,100
44,103
44,104
44,105
44,106
45,5
45,6
45,7
45,10
45,13
45,14
45,15
45,17
45,18
45,21
45,26
45,27
45,28
45,31
45,32
45,34
45,39
45,42
45,44
45,45
45,48
45,49
45,52
45,55
45,56
45,68
45,71
45,78
45,80
45,87
45,88
45,90
45,94
45,98
45,100
45,103
45,104
45,105
45,106
46,6
46,7
46,10
46,13
46,14
46,17
46,18
46,21
46,27
46,28
46,31
46,32
46,39
46,40
46,42
46,44
46,45
46,48
46,49
46,55
46,56
46,60
46,86
46,87
46,88
46,90
46,101
46,103
46,105
46,106
47,1
47,6
47,7
47,10
47,13
47,14
47,17
47,18
47,21
47,27
47,28
47,31
47,32
47,39
47,40
47,42
47,44
47,45
47,48
47,49
47,55
47,56
47,60
47,65
47,86
47,87
47,88
47,90
47,94
47,101
47,103
47,104
47,105
47,106
48,1
48,5
48,6
48,7
48,10
48,13
48,14
48,15
48,17
48,18
48,21
48,26
48,27
48,28
48,31
48,32
48,39
48,40
48,42
48,44
48,45
48,48
48,49
48,51
48,55
48,56
48,60
48,65
48,68
48,75
48,78
48,80
48,86
48,87
48,88
48,90
48,91
48,94
48,101
48,103
48,104
48,105
48,106
49,6
49,7
49,10
49,12
49,13
49,14
49,17
49,18
49,21
49,27
49,28
49,32
49,40
49,42
49,44
49,45
49,48
49,54
49,55
49,56
49,67
49,75
49,81
49,86
49,87
49,88
49,90
49,94
49,101
49,103
49,105
49,106
50,6
50,7
50,10
50,12
50,13
50,14
50,17
50,18
50,21
50,27
50,28
50,32
50,40
50,42
50,44
50,45
50,48
50,54
50,55
50,56
50,67
50,75
50,81
50,86
50,87
50,88
50,90
50,94
50,101
50,103
50,105
50,106
51,6
51,7
51,10
51,12
51,13
51,14
51,15
51,17
51,18
51,21
51,27
51,28
51,32
51,40
51,42
51,44
51,45
51,48
51,54
51,55
51,56
51,67
51,68
51,75
51,81
51,82
51,86
51,87
51,88
51,90
51,94
51,101
51,103
51,104
51,105
51,106
52,6
52,10
52,12
52,13
52,14
52,17
52,18
52,21
52,23
52,27
52,28
52,32
52,39
52,40
52,42
52,44
52,45
52,46
52,48
52,49
52,55
52,56
52,62
52,80
52,86
52,87
52,88
52,89
52,90
52,94
52,98
52,100
52,101
52,103
52,104
52,105
53,6
53,10
53,12
53,13
53,14
53,17
53,18
53,21
53,23
53,27
53,28
53,32
53,39
53,40
53,42
53,44
53,45
53,46
53,48
53,49
53,55
53,56
53,62
53,80
53,86
53,87
53,88
53,89
53,90
53,94
53,97
53,98
53,100
53,101
53,103
53,104
53,105
54,6
54,10
54,12
54,13
54,14
54,15
54,17
54,18
54,21
54,23
54,27
54,28
54,32
54,39
54,40
54,42
54,44
54,45
54,46
54,48
54,49
54,55
54,56
54,62
54,68
54,80
54,86
54,87
54,88
54,89
54,90
54,94
54,97
54,98
54,100
54,101
54,103
54,104
54,105
57,6
57,9
57,10
57,11
57,15
57,17
57,18
57,19
57,20
57,21
57,22
57,27
57,29
57,30
57,32
57,40
57,42
57,44
57,45
57,46
57,48
57,53
57,62
57,68
57,70
57,76
57,77
57,83
57,85
57,87
57,88
57,89
57,90
60,6
60,9
60,10
60,11
60,15
60,17
60,19
60,21
60,22
60,27
60,31
60,32
60,36
60,40
60,42
60,44
60,45
60,46
60,48
60,54
60,62
60,66
60,68
60,70
60,75
60,76
60,81
60,83
60,84
60,87
60,88
60,89
60,90
60,94
60,101
61,4
61,6
61,10
61,11
61,16
61,17
61,20
61,21
61,22
61,27
61,32
61,42
61,44
61,45
61,48
61,53
61,66
61,70
61,76
61,85
61,86
61,87
61,88
61,90
61,96
61,101
62,4
62,6
62,10
62,11
62,16
62,17
62,20
62,21
62,22
62,27
62,32
62,42
62,44
62,45
62,48
62,53
62,66
62,70
62,76
62,85
62,86
62,87
62,88
62,90
62,96
62,101
63,1
63,4
63,6
63,10
63,11
63,15
63,16
63,17
63,20
63,21
63,22
63,27
63,32
63,33
63,40
63,42
63,44
63,45
63,48
63,51
63,53
63,54
63,65
63,66
63,67
63,68
63,70
63,75
63,76
63,81
63,84
63,85
63,86
63,87
63,88
63,90
63,96
63,101
64,6
64,9
64,10
64,11
64,17
64,21
64,22
64,27
64,32
64,36
64,42
64,44
64,45
64,48
64,66
64,74
64,76
64,83
64,84
64,87
64,88
64,90
64,94
65,6
65,9
65,10
65,11
65,17
65,21
65,22
65,27
65,32
65,36
65,42
65,44
65,45
65,48
65,66
65,74
65,76
65,83
65,84
65,87
65,88
65,90
65,94
66,6
66,9
66,10
66,11
66,15
66,17
66,21
66,22
66,26
66,27
66,28
66,32
66,36
66,39
66,42
66,44
66,45
66,48
66,66
66,68
66,74
66,75
66,76
66,78
66,80
66,81
66,83
66,84
66,87
66,88
66,90
66,94
66,101
66,104
69,4
69,6
69,10
69,11
69,15
69,16
69,17
69,18
69,19
69,20
69,21
69,22
69,27
69,29
69,32
69,40
69,42
69,44
69,45
69,46
69,48
69,53
69,62
69,68
69,70
69,76
69,77
69,83
69,85
69,87
69,88
69,89
69,90
69,100
72,6
72,9
72,10
72,11
72,15
72,17
72,19
72,20
72,21
72,22
72,27
72,29
72,30
72,32
72,40
72,42
72,44
72,45
72,46
72,48
72,53
72,62
72,68
72,70
72,76
72,83
72,87
72,88
72,89
72,90
74,6
74,9
74,10
74,11
74,15
74,16
74,17
74,19
74,21
74,22
74,27
74,29
74,30
74,32
74,36
74,40
74,42
74,44
74,45
74,46
74,48
74,53
74,62
74,68
74,70
74,76
74,83
74,87
74,88
74,89
74,90
75,6
75,10
75,11
75,17
75,18
75,19
75,21
75,27
75,32
75,40
75,42
75,44
75,45
75,46
75,48
75,51
75,87
75,88
75,89
75,90
75,102
76,6
76,10
76,11
76,17
76,18
76,19
76,21
76,27
76,32
76,40
76,42
76,44
76,45
76,46
76,48
76,51
76,87
76,88
76,89
76,90
76,102
77,6
77,10
77,11
77,15
77,17
77,18
77,19
77,21
77,27
77,32
77,40
77,42
77,44
77,45
77,46
77,48
77,51
77,68
77,87
77,88
77,89
77,90
77,102
78,6
78,10
78,11
78,17
78,18
78,19
78,21
78,27
78,32
78,40
78,42
78,44
78,45
78,46
78,48
78,49
78,51
78,87
78,88
78,89
78,90
78,102
79,6
79,10
79,11
79,17
79,18
79,19
79,21
79,27
79,32
79,40
79,42
79,44
79,45
79,46
79,48
79,49
79,51
79,67
79,87
79,88
79,89
79,90
79,102
80,6
80,10
80,11
80,15
80,17
80,18
80,19
80,21
80,27
80,32
80,40
80,42
80,44
80,45
80,46
80,48
80,49
80,51
80,67
80,68
80,87
80,88
80,89
80,90
80,102
81,6
81,10
81,11
81,12
81,17
81,18
81,19
81,21
81,27
81,32
81,40
81,42
81,44
81,45
81,48
81,49
81,51
81,87
81,88
81,89
81,90
81,102
82,6
82,10
82,11
82,12
82,17
82,18
82,19
82,21
82,27
82,32
82,40
82,42
82,44
82,45
82,48
82,49
82,51
82,87
82,88
82,89
82,90
82,102
83,6
83,10
83,11
83,12
83,15
83,17
83,18
83,19
83,21
83,27
83,32
83,40
83,42
83,44
83,45
83,48
83,49
83,51
83,68
83,77
83,87
83,88
83,89
83,90
83,102
84,6
84,10
84,11
84,12
84,17
84,19
84,21
84,27
84,32
84,40
84,42
84,43
84,44
84,45
84,46
84,48
84,50
84,51
84,62
84,75
84,87
84,88
84,89
84,90
84,100
84,102
85,6
85,10
85,11
85,12
85,17
85,19
85,21
85,27
85,32
85,35
85,38
85,40
85,42
85,43
85,44
85,45
85,46
85,48
85,50
85,51
85,59
85,61
85,62
85,75
85,87
85,88
85,89
85,90
85,100
85,102
86,6
86,10
86,11
86,12
86,15
86,17
86,19
86,21
86,27
86,32
86,35
86,38
86,40
86,42
86,43
86,44
86,45
86,46
86,48
86,50
86,51
86,59
86,61
86,62
86,68
86,75
86,87
86,88
86,89
86,90
86,100
86,102
87,1
87,6
87,9
87,10
87,11
87,13
87,14
87,17
87,18
87,21
87,24
87,25
87,27
87,28
87,32
87,36
87,40
87,42
87,44
87,45
87,46
87,48
87,65
87,84
87,87
87,88
87,90
87,94
87,101
87,104
88,1
88,6
88,9
88,10
88,11
88,13
88,14
88,17
88,18
88,21
88,24
88,25
88,27
88,28
88,32
88,36
88,40
88,42
88,44
88,45
88,46
88,48
88,49
88,65
88,84
88,87
88,88
88,90
88,94
88,101
88,104
89,1
89,5
89,6
89,9
89,10
89,11
89,12
89,13
89,14
89,15
89,17
89,18
89,21
89,23
89,24
89,25
89,26
89,27
89,28
89,30
89,31
89,32
89,34
89,35
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,44
89,45
89,46
89,48
89,49
89,52
89,56
89,59
89,60
89,65
89,68
89,71
89,78
89,80
89,82
89,84
89,87
89,88
89,90
89,94
89,98
89,101
89,103
89,104
90,1
90,6
90,9
90,10
90,11
90,13
90,14
90,17
90,18
90,21
90,24
90,25
90,27
90,28
90,32
90,36
90,42
90,44
90,45
90,46
90,48
90,49
90,65
90,84
90,87
90,88
90,90
90,94
90,98
90,101
90,104
91,1
91,6
91,9
91,10
91,11
91,13
91,14
91,17
91,18
91,21
91,24
91,25
91,27
91,28
91,32
91,36
91,42
91,44
91,45
91,46
91,48
91,49
91,65
91,84
91,87
91,88
91,90
91,94
91,101
91,104
92,1
92,5
92,6
92,9
92,10
92,11
92,12
92,13
92,14
92,15
92,17
92,18
92,21
92,23
92,24
92,25
92,26
92,27
92,28
92,30
92,31
92,32
92,34
92,35
92,36
92,37
92,38
92,39
92,41
92,42
92,44
92,45
92,46
92,48
92,49
92,52
92,56
92,59
92,60
92,65
92,68
92,71
92,78
92,80
92,82
92,84
92,87
92,88
92,90
92,94
92,98
92,101
92,103
92,104
93,6
93,9
93,10
93,11
93,12
93,17
93,18
93,19
93,21
93,27
93,30
93,32
93,36
93,40
93,41
93,42
93,44
93,45
93,46
93,48
93,51
93,62
93,66
93,87
93,88
93,89
93,90
93,102
94,6
94,9
94,10
94,11
94,12
94,15
94,17
94,18
94,19
94,21
94,27
94,30
94,32
94,36
94,40
94,41
94,42
94,44
94,45
94,46
94,48
94,51
94,62
94,66
94,68
94,87
94,88
94,89
94,90
94,102
95,6
95,9
95,10
95,11
95,12
95,15
95,17
95,18
95,19
95,21
95,27
95,30
95,32
95,36
95,40
95,41
95,42
95,44
95,45
95,46
95,48
95,51
95,62
95,66
95,68
95,81
95,87
95,88
95,89
95,90
95,97
95,102
96,6
96,10
96,11
96,16
96,17
96,18
96,20
96,21
96,22
96,27
96,28
96,29
96,30
96,32
96,33
96,35
96,38
96,42
96,44
96,45
96,48
96,49
96,56
96,59
96,70
96,73
96,77
96,85
96,86
96,87
96,88
96,90
96,93
96,98
96,100
97,6
97,10
97,11
97,13
97,14
97,16
97,17
97,18
97,20
97,21
97,22
97,24
97,25
97,27
97,28
97,29
97,30
97,31
97,32
97,33
97,35
97,38
97,42
97,44
97,45
97,48
97,49
97,56
97,57
97,59
97,67
97,70
97,73
97,74
97,77
97,85
97,86
97,87
97,88
97,90
97,93
97,98
97,100
97,104
98,6
98,10
98,11
98,13
98,14
98,15
98,16
98,17
98,18
98,20
98,21
98,22
98,24
98,25
98,27
98,28
98,29
98,30
98,31
98,32
98,33
98,35
98,38
98,42
98,44
98,45
98,48
98,49
98,52
98,56
98,57
98,59
98,67
98,68
98,70
98,73
98,74
98,77
98,85
98,86
98,87
98,88
98,90
98,93
98,98
98,100
98,104
99,6
99,7
99,10
99,11
99,16
99,17
99,18
99,20
99,21
99,22
99,27
99,29
99,30
99,32
99,35
99,38
99,42
99,44
99,45
99,48
99,49
99,56
99,59
99,70
99,73
99,77
99,85
99,86
99,87
99,88
99,90
100,4
100,6
100,7
100,10
100,11
100,13
100,14
100,15
100,16
100,17
100,18
100,20
100,21
100,22
100,24
100,25
100,26
100,27
100,29
100,30
100,31
100,32
100,35
100,37
100,38
100,39
100,42
100,44
100,45
100,48
100,49
100,56
100,57
100,59
100,67
100,68
100,70
100,73
100,77
100,78
100,80
100,85
100,86
100,87
100,88
100,90
100,93
100,94
100,98
100,99
100,100
100,104
101,4
101,6
101,7
101,10
101,11
101,13
101,14
101,15
101,16
101,17
101,18
101,20
101,21
101,22
101,24
101,25
101,26
101,27
101,29
101,30
101,31
101,32
101,35
101,37
101,38
101,39
101,42
101,44
101,45
101,48
101,49
101,52
101,56
101,57
101,59
101,67
101,68
101,70
101,73
101,77
101,78
101,80
101,85
101,86
101,87
101,88
101,90
101,93
101,94
101,98
101,99
101,100
101,104
102,5
102,6
102,10
102,11
102,13
102,14
102,17
102,18
102,21
102,22
102,27
102,30
102,32
102,35
102,38
102,42
102,44
102,45
102,48
102,49
102,56
102,59
102,67
102,87
102,88
102,90
102,100
103,5
103,6
103,10
103,11
103,12
103,13
103,14
103,17
103,18
103,21
103,22
103,23
103,26
103,27
103,30
103,31
103,32
103,35
103,38
103,39
103,41
103,42
103,44
103,45
103,48
103,49
103,50
103,56
103,59
103,67
103,78
103,80
103,87
103,88
103,90
103,94
103,98
103,100
103,104
104,5
104,6
104,10
104,11
104,12
104,13
104,14
104,15
104,17
104,18
104,21
104,22
104,23
104,26
104,27
104,30
104,31
104,32
104,35
104,38
104,39
104,41
104,42
104,44
104,45
104,48
104,49
104,50
104,52
104,56
104,59
104,67
104,68
104,78
104,80
104,87
104,88
104,90
104,94
104,98
104,100
104,103
104,104
105,5
105,6
105,10
105,11
105,17
105,18
105,21
105,24
105,27
105,28
105,30
105,32
105,39
105,40
105,42
105,44
105,45
105,48
105,67
105,68
105,73
105,87
105,88
105,90
105,93
105,94
105,95
105,100
106,5
106,6
106,10
106,11
106,17
106,18
106,21
106,24
106,27
106,28
106,30
106,32
106,39
106,40
106,42
106,44
106,45
106,48
106,66
106,67
106,68
106,73
106,87
106,88
106,90
106,93
106,94
106,95
106,100
106,103
106,104
107,5
107,6
107,10
107,11
107,15
107,17
107,18
107,21
107,24
107,25
107,27
107,28
107,30
107,32
107,39
107,40
107,42
107,44
107,45
107,48
107,66
107,67
107,68
107,73
107,87
107,88
107,90
107,93
107,94
107,95
107,100
107,103
107,104
108,3
108,6
108,10
108,11
108,13
108,14
108,15
108,17
108,18
108,21
108,22
108,24
108,25
108,27
108,29
108,30
108,32
108,40
108,42
108,44
108,46
108,48
108,57
108,68
108,70
108,73
108,77
108,85
108,87
108,88
108,90
108,92
108,100
109,3
109,6
109,10
109,11
109,13
109,14
109,15
109,17
109,18
109,21
109,22
109,24
109,25
109,27
109,29
109,30
109,32
109,40
109,42
109,44
109,46
109,48
109,57
109,68
109,70
109,73
109,77
109,85
109,87
109,88
109,90
109,92
109,100
110,3
110,6
110,10
110,11
110,13
110,14
110,15
110,17
110,18
110,21
110,22
110,24
110,25
110,27
110,29
110,30
110,32
110,40
110,42
110,44
110,46
110,48
110,57
110,63
110,68
110,70
110,73
110,77
110,85
110,87
110,88
110,90
110,92
110,97
110,100
111,1
111,6
111,8
111,10
111,11
111,13
111,14
111,17
111,18
111,21
111,22
111,24
111,25
111,27
111,30
111,31
111,32
111,35
111,38
111,39
111,40
111,42
111,44
111,45
111,48
111,56
111,59
111,65
111,67
111,80
111,87
111,88
111,90
111,94
111,98
111,100
111,101
111,104
112,1
112,5
112,6
112,8
112,10
112,11
112,12
112,13
112,14
112,17
112,18
112,21
