pokemon_id,move_id
124,450
124,458
124,460
124,601
127,27
127,37
127,41
127,193
127,228
127,238
127,244
127,262
127,347
127,404
127,407
127,456
127,498
127,527
130,11
130,228
130,230
130,234
130,237
130,242
130,251
130,252
130,254
130,259
130,281
130,389
130,392
130,504
133,71
133,91
133,94
133,102
133,141
133,310
133,311
133,336
133,339
133,341
133,346
133,349
133,381
133,401
133,460
133,468
136,195
136,210
136,341
136,349
136,353
136,582
139,35
139,71
139,74
139,75
139,280
139,304
139,314
139,395
139,418
139,421
139,456
139,496
139,537
139,573
142,15
142,34
142,43
142,74
142,85
142,88
142,122
142,162
142,294
142,367
142,372
142,404
142,451
142,456
148,120
148,124
148,128
148,130
148,133
148,143
148,164
148,295
148,348
148,499
148,522
151,91
151,120
151,124
151,133
151,136
151,170
151,309
151,351
151,385
151,421
151,476
151,499
151,527
151,573
154,275
154,290
154,291
154,300
154,339
154,340
154,341
154,389
154,411
154,441
154,588
154,603
154,605
158,34
158,150
158,309
158,314
158,316
158,325
158,339
158,398
158,401
158,411
158,427
158,431
158,445
158,447
158,460
158,498
158,505
158,517
158,583
158,594
158,599
158,605
161,269
161,274
161,276
161,300
161,304
161,411
161,433
161,436
161,603
164,15
164,61
164,64
164,66
164,282
164,331
164,349
164,407
164,441
164,477
164,594
164,595
164,603
167,15
167,210
167,271
167,309
167,433
167,440
167,442
167,449
167,472
167,554
167,558
167,584
167,603
167,605
170,81
170,296
170,301
170,392
170,515
170,564
170,571
170,603
173,40
173,108
173,184
173,209
173,211
173,212
173,223
173,331
173,339
173,383
173,497
173,540
173,542
177,39
177,91
177,164
177,295
177,339
177,497
177,499
177,507
177,508
177,528
177,533
177,540
180,30
180,317
180,383
180,464
180,511
180,523
180,524
183,208
183,209
183,215
183,367
183,422
183,474
183,515
183,545
186,39
186,91
186,118
186,119
186,139
186,143
186,164
186,295
186,339
186,434
186,460
186,517
186,522
186,528
186,554
186,565
186,570
189,119
189,121
189,123
189,129
189,136
189,141
189,320
189,341
189,353
189,434
189,563
192,128
192,130
192,210
192,313
192,341
192,349
192,385
192,416
192,554
192,563
192,564
195,210
195,273
195,379
195,456
195,506
195,563
195,564
195,570
198,29
198,62
198,88
198,119
198,141
198,162
198,210
198,273
198,278
198,294
198,327
198,416
198,429
198,452
198,507
198,554
198,560
198,573
198,576
201,28
201,210
201,271
201,275
201,283
201,285
201,297
201,298
201,314
201,335
201,456
201,549
201,554
201,561
204,27
204,47
204,88
204,119
204,162
204,335
204,351
204,382
204,383
204,416
204,464
207,62
207,141
207,150
207,210
207,314
207,340
207,421
207,434
207,443
207,550
207,561
207,572
213,91
213,164
213,184
213,208
213,212
213,290
213,295
213,331
213,343
213,398
213,410
213,419
213,477
213,536
216,33
216,40
216,211
216,212
216,217
216,290
216,396
216,515
219,173
219,290
219,317
219,341
219,473
219,474
219,477
219,526
222,211
222,223
222,563
222,578
225,2
225,6
225,15
225,197
225,269
225,275
225,341
225,349
225,351
225,404
228,43
228,60
228,119
228,141
228,340
228,341
228,351
228,363
228,407
228,573
231,34
231,108
231,227
231,309
231,326
231,386
231,388
231,401
231,441
231,445
231,460
231,468
231,498
231,511
231,541
234,41
234,199
234,201
234,353
234,381
234,391
234,401
234,403
234,422
234,445
234,504
234,505
234,533
234,541
237,316
237,317
237,325
240,28
240,119
240,125
240,140
240,141
240,168
240,356
240,377
240,382
240,421
240,448
240,464
242,47
242,99
242,141
242,305
242,317
242,326
242,335
242,351
242,377
242,392
242,432
242,445
242,545
242,573
244,47
244,99
244,277
244,367
244,416
244,426
244,433
244,445
244,460
244,545
246,330
246,335
246,341
246,356
246,395
246,404
246,416
246,429
246,433
246,558
246,585
246,605
248,26
248,47
248,140
248,349
248,353
248,421
248,573
250,281
250,330
250,558
252,37
252,46
252,50
252,99
252,224
252,305
252,349
252,377
252,395
252,403
252,455
252,498
252,514
252,573
254,34
254,51
254,274
254,308
254,317
254,346
254,367
254,377
254,403
254,426
254,445
254,460
254,464
254,468
254,502
254,548
256,26
256,28
256,34
256,50
256,154
256,280
256,349
256,377
256,404
256,455
258,34
258,39
258,277
258,341
258,349
258,433
258,455
258,573
258,585
260,34
260,52
260,91
260,112
260,117
260,128
260,134
260,147
260,164
260,276
260,295
260,306
260,325
260,333
260,339
260,346
260,349
260,458
260,502
262,27
262,47
262,52
262,119
262,139
262,140
262,190
262,224
262,326
262,336
262,346
262,421
262,431
262,496
264,34
264,237
264,259
264,262
264,308
264,392
264,395
264,433
264,496
266,29
266,34
266,43
266,111
266,118
266,119
266,120
266,146
266,309
266,319
266,335
266,433
266,456
266,472
266,577
268,130
268,210
268,273
268,309
268,314
268,433
268,434
268,436
268,445
268,476
268,498
268,548
268,594
270,47
270,99
270,119
270,210
270,214
270,271
270,304
270,335
270,392
270,423
270,445
270,467
270,476
270,548
277,2
277,3
277,16
277,33
277,43
277,125
277,197
277,341
280,2
280,5
280,47
280,119
280,244
280,278
280,341
280,347
280,349
280,392
280,421
280,450
280,479
280,496
280,517
280,529
280,563
280,577
282,2
282,14
282,15
282,234
282,308
282,391
282,421
282,422
282,493
282,496
282,540
284,2
284,3
284,16
284,39
284,123
284,128
284,206
284,311
284,332
284,339
284,421
284,529
286,10
286,14
286,15
286,23
286,43
286,47
286,78
286,308
286,331
286,438
286,484
286,493
286,529
288,9
288,15
288,16
288,33
288,47
288,141
288,335
288,348
288,422
288,467
290,11
290,119
290,140
290,279
290,335
290,341
290,349
290,451
290,493
290,528
290,537
290,561
292,2
292,5
292,15
292,275
292,341
292,353
292,389
292,526
292,529
292,583
292,593
298,43
298,119
298,210
298,278
298,279
298,281
298,313
298,341
298,563
298,571
300,2
300,10
300,33
300,39
300,47
300,119
300,268
300,370
300,421
302,47
302,277
302,281
302,308
302,335
302,339
302,341
302,348
302,389
302,507
304,11
304,33
304,47
304,316
304,331
304,416
304,479
304,485
306,3
306,16
306,43
306,119
306,141
306,146
306,193
306,308
306,341
306,407
306,418
306,517
306,582
308,20
308,81
308,341
308,353
308,363
308,391
308,548
310,33
310,195
310,204
310,208
310,347
310,404
310,407
310,419
310,462
310,464
310,467
312,26
312,33
312,191
312,199
312,290
312,340
312,349
312,392
312,404
312,447
314,33
314,193
314,195
314,199
314,204
314,207
314,215
314,447
314,467
314,496
316,47
316,191
316,193
316,199
316,203
316,204
316,315
316,405
316,411
316,447
316,467
316,582
320,47
320,62
320,195
320,203
320,290
320,375
320,405
320,496
320,527
320,582
322,27
322,47
322,50
322,51
322,52
322,224
322,331
322,419
322,431
322,482
322,486
322,573
324,29
324,46
324,47
324,111
324,193
324,208
324,335
324,378
324,419
324,491
326,210
326,214
326,222
326,223
326,290
326,343
326,383
326,419
326,440
326,442
326,449
326,475
326,515
328,184
328,210
328,211
328,212
328,224
328,396
328,421
328,440
328,442
328,449
328,493
328,529
328,536
330,210
330,211
330,277
330,396
330,474
330,481
330,491
330,494
330,503
332,210
332,276
332,280
332,281
332,290
332,423
332,552
332,558
334,23
334,33
334,43
334,47
334,209
334,280
334,421
334,432
334,467
334,486
334,496
334,573
336,119
336,120
336,123
336,124
336,139
336,152
336,154
336,303
336,346
336,348
336,364
336,382
336,434
336,522
336,565
338,111
338,290
338,474
338,493
338,494
340,43
340,119
340,275
340,278
340,319
340,327
340,341
340,349
340,406
340,416
340,418
340,452
340,554
340,577
342,27
342,33
342,40
342,47
342,125
342,141
342,208
342,274
342,341
342,364
342,421
342,464
342,549
342,554
344,121
344,122
344,309
344,319
344,341
344,398
344,421
344,429
344,452
344,549
344,554
344,572
346,43
346,119
346,207
346,279
346,308
346,335
346,348
346,407
346,416
346,479
346,486
346,496
346,528
346,577
348,111
348,119
348,271
348,277
348,296
348,314
348,340
348,351
348,436
348,549
348,550
348,570
352,149
352,269
352,327
352,406
352,416
352,429
352,571
352,578
356,210
356,279
356,330
356,341
356,363
356,364
356,423
356,558
356,561
358,273
358,313
358,335
358,341
358,343
358,558
358,561
358,563
360,52
360,367
360,460
360,605
362,278
362,313
362,330
362,343
362,349
362,416
362,552
362,554
362,558
362,561
362,570
366,210
366,237
366,238
366,240
366,244
366,311
366,339
366,341
366,367
366,391
366,393
366,450
368,14
368,234
368,242
368,244
368,246
368,340
368,349
368,392
368,393
368,498
368,501
368,527
368,537
370,106
370,227
370,237
370,251
370,252
370,330
370,392
370,393
370,450
370,460
370,466
370,510
370,511
370,558
372,27
372,34
372,40
372,52
372,237
372,262
372,317
372,339
372,392
372,460
374,99
374,237
374,240
374,262
374,311
374,341
374,392
374,450
374,510
376,258
376,314
376,330
376,341
376,360
376,480
376,487
376,558
378,34
378,99
378,123
378,128
378,154
378,228
378,252
378,262
378,347
378,367
378,392
378,448
380,228
380,244
380,252
380,262
380,281
380,416
380,475
380,506
380,561
382,5
382,41
382,52
382,119
382,124
382,134
382,237
382,245
382,252
382,262
382,278
382,313
382,434
382,458
382,473
382,476
384,110
384,210
384,234
384,238
384,240
384,242
384,259
384,313
384,381
384,392
384,393
384,403
384,527
384,537
384,540
384,549
386,228
386,244
386,245
386,252
386,283
386,300
386,335
386,360
386,392
386,429
386,443
388,330
388,387
388,558
390,33
390,170
390,173
390,213
390,224
390,231
390,317
390,331
390,349
390,372
390,403
390,422
390,454
390,504
390,514
390,527
392,29
392,118
392,122
392,165
392,170
392,173
392,314
392,326
392,335
392,372
392,391
392,418
392,459
392,573
394,99
394,122
394,134
394,168
394,317
394,335
394,371
394,391
394,459
394,497
394,514
394,573
396,40
396,173
396,175
396,210
396,269
396,435
396,440
396,442
396,449
396,474
396,508
396,558
398,173
398,274
398,314
398,330
398,341
398,360
398,372
398,419
398,440
398,442
398,443
398,449
398,472
398,549
398,558
398,572
400,50
400,128
400,130
400,168
400,339
400,341
400,351
400,433
400,456
400,472
403,50
403,165
403,342
403,472
405,209
405,276
405,314
405,341
405,411
405,447
405,499
405,584
405,586
405,594
405,603
408,276
408,309
408,313
408,382
408,418
408,433
408,436
408,443
408,476
408,505
408,547
408,548
411,15
411,275
411,276
411,277
411,290
411,314
411,429
411,433
411,529
411,585
411,593
413,59
413,86
413,269
413,275
413,349
413,456
413,459
413,593
413,594
413,608
415,15
415,99
415,112
415,282
415,349
415,441
415,460
415,496
415,529
415,585
415,586
417,85
417,300
417,349
417,421
417,496
417,498
417,529
417,586
417,599
417,603
417,608
419,211
419,335
419,451
419,459
419,549
419,586
419,593
421,39
421,69
421,197
421,203
421,300
421,496
421,563
421,584
421,586
421,599
421,605
423,188
423,197
423,199
423,276
423,381
423,382
423,582
423,586
425,39
425,209
425,282
425,290
425,303
425,406
425,418
425,460
425,524
425,584
425,587
425,594
427,209
427,300
427,322
427,396
427,408
427,474
429,23
429,275
429,283
429,298
429,406
429,421
429,456
429,499
429,552
429,584
429,588
429,603
431,39
431,267
431,290
431,311
431,319
431,341
431,349
431,431
431,452
431,460
431,496
431,497
431,498
431,549
433,39
433,52
433,59
433,150
433,276
433,314
433,319
433,335
433,340
433,463
433,549
433,577
433,583
435,341
435,342
435,367
435,583
435,590
439,120
439,209
439,274
439,339
439,353
439,411
439,422
439,426
439,433
439,472
439,477
439,505
439,514
439,517
439,529
439,530
439,542
441,74
441,119
441,122
441,210
441,276
441,304
441,314
441,339
441,408
441,418
441,433
441,440
441,442
441,449
441,475
441,508
441,549
443,15
443,214
443,298
443,331
443,339
443,342
443,346
443,371
443,398
443,431
443,433
443,440
443,442
443,449
443,476
443,603
445,40
445,119
445,210
445,271
445,300
445,440
445,442
445,449
445,463
445,472
445,474
445,477
445,488
445,498
445,524
445,586
447,6
447,52
447,277
447,308
447,336
447,356
447,364
447,382
447,395
447,432
447,454
447,584
447,585
449,89
449,275
449,282
449,290
449,342
449,349
449,421
449,436
449,447
449,451
449,475
449,552
449,595
449,603
449,606
451,15
451,69
451,206
451,276
451,290
451,431
451,441
451,498
451,524
451,554
451,563
451,593
451,605
455,60
455,64
455,209
455,276
455,290
455,300
455,317
455,460
455,514
455,517
455,524
455,573
455,586
457,210
457,271
457,314
457,330
457,335
457,433
457,436
457,448
457,459
457,460
457,477
457,548
457,584
457,599
459,34
459,52
459,213
459,281
459,283
459,311
459,313
459,331
459,466
459,558
462,26
462,43
462,111
462,128
462,283
462,295
462,339
462,433
462,472
464,300
464,408
464,499
464,524
468,29
468,52
468,73
468,74
468,77
468,85
468,88
468,162
468,210
468,294
468,364
468,451
468,464
470,43
470,85
470,89
470,122
470,280
470,335
470,341
470,382
470,405
470,421
470,456
472,75
472,316
472,358
472,496
474,33
474,51
474,194
474,195
474,203
474,290
474,403
474,404
474,411
474,426
474,497
474,540
474,542
474,548
474,582
476,34
476,35
476,39
476,99
476,203
476,317
476,367
476,447
476,494
476,533
476,541
476,542
478,341
478,381
478,426
478,445
478,467
478,498
478,504
478,505
478,524
478,540
478,545
478,548
480,210
480,308
480,367
480,422
480,433
480,438
480,451
480,499
480,510
480,520
482,41
482,208
482,331
482,497
482,499
482,502
482,508
482,527
482,540
482,544
484,35
484,41
484,91
484,164
484,295
484,305
484,422
484,499
484,508
484,532
484,539
484,540
486,305
486,472
486,499
486,545
489,41
489,154
489,295
489,317
489,346
489,403
489,468
489,522
489,523
491,41
491,99
491,154
491,209
491,299
491,346
491,388
491,403
491,458
491,505
491,510
491,514
491,521
491,526
491,545
493,210
493,331
493,408
493,468
493,502
493,503
493,505
493,514
493,540
493,541
497,47
497,119
497,131
497,136
497,152
497,341
497,348
497,367
497,389
497,406
497,565
501,27
501,43
501,118
501,119
501,128
501,140
501,141
501,339
501,353
501,433
501,434
501,522
501,554
503,39
503,134
503,153
503,308
503,341
503,348
503,382
503,434
503,497
505,33
505,119
505,120
505,121
505,124
505,128
505,140
505,154
505,319
505,348
505,353
505,367
505,563
505,565
507,91
507,123
507,124
507,139
507,164
507,295
507,308
507,346
507,353
507,422
507,508
507,527
507,532
507,565
509,28
509,29
509,117
509,120
509,121
509,131
509,134
509,147
509,152
509,156
509,389
509,496
509,565
509,571
511,37
511,48
511,139
511,148
511,382
513,33
513,35
513,194
513,195
513,199
513,204
513,207
513,209
513,398
513,421
513,467
513,533
515,34
515,37
515,39
515,203
515,383
515,419
515,582
517,33
517,34
517,37
517,99
517,325
517,326
517,339
517,397
517,472
519,27
519,41
519,46
519,47
519,88
519,119
519,141
519,162
519,165
519,184
519,211
519,224
519,348
519,405
521,50
521,51
521,88
521,111
521,162
521,208
521,294
521,326
521,378
521,382
521,433
521,472
521,482
523,33
523,59
523,91
523,119
523,121
523,123
523,139
523,164
523,295
523,346
523,498
523,548
525,28
525,46
525,47
525,119
525,224
525,283
525,295
525,296
525,297
525,305
525,327
525,333
525,346
525,348
525,353
525,537
527,47
527,51
527,139
527,140
527,364
527,383
527,532
527,561
529,30
529,40
529,50
529,51
529,119
529,121
529,317
529,325
529,504
531,35
531,211
531,316
531,426
531,526
533,40
533,41
533,51
533,210
533,211
533,217
533,223
533,224
533,382
533,403
533,421
533,515
533,540
533,547
535,45
535,47
535,208
535,209
535,211
535,217
535,218
535,223
535,331
535,353
535,481
535,515
537,40
537,193
537,206
537,211
537,290
537,314
537,331
537,466
537,477
537,514
539,34
539,40
539,41
539,216
539,331
539,341
539,493
539,497
539,509
539,515
541,212
541,310
541,494
541,515
543,211
543,310
543,331
545,29
545,33
545,34
545,88
545,118
545,128
545,162
545,294
545,335
545,366
545,386
545,388
545,401
545,434
545,436
545,537
547,317
547,331
547,411
547,468
549,304
549,309
549,325
549,472
551,50
551,52
551,66
551,206
553,41
553,102
553,134
553,208
553,228
553,237
553,242
553,245
553,326
553,460
553,539
555,41
555,102
555,134
555,164
555,165
555,173
555,208
555,326
555,433
555,460
555,539
557,41
557,102
557,134
557,208
557,276
557,326
557,460
557,539
557,584
557,585
557,593
559,43
559,140
559,195
559,197
559,199
559,203
559,210
559,241
559,277
559,326
559,349
559,353
559,404
559,426
559,463
559,582
560,41
560,188
560,193
560,215
560,315
560,339
560,433
560,447
560,496
560,582
561,139
561,276
561,308
561,342
561,382
561,496
561,497
562,28
562,208
562,210
562,213
562,311
562,364
562,422
562,433
562,436
562,463
562,496
562,520
562,549
562,554
563,46
563,130
563,141
563,146
563,210
563,332
563,335
563,341
563,367
563,392
563,401
563,403
563,433
563,476
563,512
565,275
565,277
565,364
565,416
565,429
565,443
565,476
565,498
565,572
566,10
566,28
566,122
566,224
566,276
566,331
566,382
566,403
566,405
566,448
566,459
566,504
566,548
567,103
567,112
567,310
567,339
567,366
567,381
567,433
567,468
567,472
567,498
567,510
568,34
568,299
568,305
568,308
568,331
568,339
568,346
568,406
568,433
568,434
568,468
568,507
568,532
568,533
568,539
568,545
568,554
568,603
570,37
570,41
570,50
570,316
570,331
570,332
570,346
570,408
570,520
570,540
570,545
571,213
571,217
571,331
571,381
571,403
571,410
571,477
571,498
571,502
571,505
571,508
573,117
573,119
573,128
573,130
573,327
573,331
573,335
573,340
573,351
573,353
573,418
573,443
573,445
573,463
573,464
574,43
574,119
574,122
574,125
574,139
574,210
574,331
574,333
574,348
574,349
574,356
574,407
574,415
574,573
574,577
575,26
575,43
575,46
575,52
575,125
575,314
575,419
575,440
575,442
575,449
575,471
575,573
576,39
576,125
576,277
576,279
576,303
576,367
576,450
576,473
576,552
577,33
577,88
577,308
577,341
577,416
577,421
578,2
578,33
578,118
578,150
578,347
578,348
578,349
578,355
578,382
578,404
579,10
579,47
579,128
579,140
579,146
579,311
579,335
579,347
579,349
579,363
579,552
580,14
580,234
580,237
580,244
580,245
580,251
580,254
580,258
580,259
580,262
580,431
581,190
581,228
581,237
581,238
581,244
581,252
581,261
581,262
581,281
582,59
582,210
582,228
582,241
582,242
582,244
582,259
582,364
582,392
582,393
582,407
582,431
583,150
583,159
583,166
583,270
583,271
583,341
583,429
583,433
583,472
583,477
584,33
584,43
584,47
584,51
584,173
584,210
584,314
584,433
584,460
584,470
584,476
585,15
585,208
585,290
585,349
585,447
585,475
585,484
585,583
585,586
585,588
585,603
586,140
586,275
586,405
586,451
586,496
586,586
586,588
586,594
586,608
587,273
587,275
587,277
587,429
587,433
587,436
587,498
587,548
587,554
587,585
587,586
587,594
587,605
588,209
588,210
588,240
588,298
588,300
588,316
588,393
588,421
588,498
588,499
588,550
588,554
588,584
588,603
589,276
589,317
589,342
589,441
589,447
589,511
589,583
589,584
589,586
589,605
590,300
590,341
590,396
590,411
590,460
590,524
591,59
591,60
591,210
591,271
591,283
591,285
591,353
591,371
591,411
591,433
591,445
591,460
591,505
591,549
591,608
592,211
592,281
592,282
592,285
592,291
592,295
592,296
592,299
592,310
592,346
592,404
592,406
592,441
592,505
594,28
594,34
594,35
594,71
594,80
594,310
594,326
594,330
594,349
594,352
594,455
594,558
594,573
595,80
595,85
595,99
595,189
595,203
595,208
595,308
595,326
595,460
595,573
596,74
596,326
596,367
596,392
597,74
597,85
597,86
597,208
597,210
597,224
597,269
597,382
597,396
597,410
597,433
597,472
599,27
599,122
599,353
599,383
599,403
599,407
599,422
599,456
599,468
599,498
599,505
599,520
599,524
599,540
600,203
600,505
600,533
600,540
600,541
600,549
600,582
601,46
601,51
601,88
601,108
601,146
601,162
601,294
601,317
601,347
601,403
601,431
601,452
601,460
601,482
601,508
601,549
601,576
602,26
602,47
602,191
602,194
602,204
602,210
602,341
602,467
602,508
602,561
603,10
603,26
603,33
603,46
603,51
603,111
603,210
603,213
603,308
603,335
603,382
603,383
603,445
603,520
603,548
604,35
604,41
604,48
604,51
604,110
604,317
604,348
604,383
604,403
604,408
604,515
604,545
604,576
605,37
605,211
605,212
605,216
605,223
605,317
605,396
605,435
605,515
606,33
606,47
606,50
606,51
606,88
606,162
606,327
606,358
606,486
606,573
606,577
609,34
609,73
609,99
609,112
609,381
609,427
609,445
609,468
610,34
610,73
610,99
610,112
610,381
610,427
610,445
610,468
611,3
611,16
611,146
611,308
611,332
611,339
611,545
612,3
612,16
612,34
612,209
612,308
612,317
612,339
612,545
619,34
619,99
619,121
619,210
619,317
619,326
619,341
619,349
619,392
619,460
619,468
619,472
619,541
619,542
628,39
628,281
628,282
628,290
628,311
628,410
628,431
628,447
628,471
628,493
628,554
628,588
628,594
628,603
628,608
630,39
630,209
630,234
630,267
630,275
630,282
630,299
630,349
630,353
630,406
630,421
630,456
630,588
632,210
632,246
632,341
632,408
632,460
632,471
632,499
632,524
632,554
632,561
634,39
634,210
634,280
634,406
634,421
634,452
634,479
634,554
634,583
634,603
636,29
636,130
636,210
636,335
636,378
636,431
636,443
636,459
636,467
636,572
636,573
638,119
638,210
638,271
638,314
638,335
638,351
638,364
638,419
638,421
638,507
638,552
638,561
638,563
640,39
640,311
640,314
640,349
640,431
640,508
640,555
640,571
640,603
640,608
642,28
642,39
642,52
642,60
642,193
642,269
642,497
642,550
642,582
644,59
644,88
644,162
644,210
644,294
644,482
644,553
646,73
646,81
646,290
646,499
646,524
648,26
648,47
648,64
648,203
648,206
648,210
648,353
648,467
648,563
648,582
649,59
649,60
649,62
649,64
649,290
649,300
649,344
649,447
649,517
649,573
649,583
649,603
652,26
652,47
652,59
652,66
652,210
652,351
652,443
652,549
652,561
652,571
652,572
652,573
655,59
655,60
655,61
655,62
655,69
655,162
655,220
655,330
655,341
655,459
655,593
661,64
661,66
661,69
661,275
661,279
661,314
661,335
661,416
661,419
661,459
661,572
661,573
661,577
664,26
664,30
664,88
664,162
664,208
664,269
664,294
664,333
664,421
664,550
667,119
667,210
667,341
667,474
667,486
667,573
722,140
722,210
722,279
722,314
722,430
722,433
722,440
722,442
722,449
722,467
